Title,Experience,Location,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8
HR Manager,2-5 years,Kolkata,Training,Conflict Resolution,Onboarding,Performance Management,Recruitment,Employee Relations,Payroll,HR Policies
HR Manager,2-5 years,Ahmedabad,Training,HR Policies,Onboarding,Conflict Resolution,Payroll,Recruitment,Employee Relations,Performance Management
Doctor,10+ years,Bangalore,Pharmacology,Patient Care,Diagnosis,Emergency Medicine,Medical Ethics,Surgery,Pathology,Public Health
Doctor,5-10 years,Mumbai,Public Health,Medical Ethics,Diagnosis,Emergency Medicine,Pathology,Pharmacology,Surgery,Patient Care
Doctor,5-10 years,Delhi,Diagnosis,Public Health,Patient Care,Medical Ethics,Pathology,Emergency Medicine,Pharmacology,Surgery
Doctor,2-5 years,Hyderabad,Public Health,Emergency Medicine,Pharmacology,Surgery,Pathology,Patient Care,Medical Ethics,Diagnosis
Doctor,10+ years,Pune,Pharmacology,Public Health,Surgery,Medical Ethics,Emergency Medicine,Diagnosis,Pathology,Patient Care
Doctor,5-10 years,Chennai,Pathology,Patient Care,Medical Ethics,Emergency Medicine,Diagnosis,Pharmacology,Surgery,Public Health
Doctor,0-2 years,Gurgaon,Emergency Medicine,Patient Care,Public Health,Pathology,Medical Ethics,Pharmacology,Diagnosis,Surgery
Doctor,5-10 years,Noida,Pharmacology,Patient Care,Medical Ethics,Pathology,Surgery,Diagnosis,Public Health,Emergency Medicine
Doctor,10+ years,Kolkata,Public Health,Emergency Medicine,Diagnosis,Pathology,Medical Ethics,Surgery,Pharmacology,Patient Care
Doctor,10+ years,Ahmedabad,Diagnosis,Medical Ethics,Surgery,Emergency Medicine,Pathology,Patient Care,Pharmacology,Public Health
School Teacher,0-2 years,Bangalore,Digital Learning,Communication,Student Assessment,Lesson Planning,Public Speaking,Classroom Management,Educational Psychology,Curriculum Development
School Teacher,0-2 years,Mumbai,Digital Learning,Lesson Planning,Curriculum Development,Classroom Management,Public Speaking,Student Assessment,Educational Psychology,Communication
School Teacher,0-2 years,Delhi,Curriculum Development,Public Speaking,Lesson Planning,Communication,Educational Psychology,Digital Learning,Student Assessment,Classroom Management
School Teacher,5-10 years,Hyderabad,Educational Psychology,Public Speaking,Lesson Planning,Communication,Curriculum Development,Digital Learning,Classroom Management,Student Assessment
School Teacher,2-5 years,Pune,Lesson Planning,Communication,Digital Learning,Public Speaking,Student Assessment,Classroom Management,Educational Psychology,Curriculum Development
School Teacher,5-10 years,Chennai,Classroom Management,Educational Psychology,Communication,Public Speaking,Curriculum Development,Digital Learning,Student Assessment,Lesson Planning
School Teacher,5-10 years,Gurgaon,Curriculum Development,Student Assessment,Classroom Management,Digital Learning,Communication,Lesson Planning,Public Speaking,Educational Psychology
School Teacher,0-2 years,Noida,Educational Psychology,Public Speaking,Communication,Digital Learning,Lesson Planning,Curriculum Development,Student Assessment,Classroom Management
School Teacher,2-5 years,Kolkata,Communication,Curriculum Development,Public Speaking,Student Assessment,Educational Psychology,Lesson Planning,Classroom Management,Digital Learning
School Teacher,2-5 years,Ahmedabad,Student Assessment,Lesson Planning,Digital Learning,Educational Psychology,Public Speaking,Classroom Management,Curriculum Development,Communication
Lawyer,10+ years,Bangalore,Contract Law,Legal Research,Litigation,Client Consultation,Negotiation,Corporate Law,Intellectual Property,Criminal Law
Lawyer,2-5 years,Mumbai,Client Consultation,Litigation,Contract Law,Intellectual Property,Negotiation,Criminal Law,Legal Research,Corporate Law
Lawyer,2-5 years,Delhi,Intellectual Property,Corporate Law,Litigation,Contract Law,Criminal Law,Negotiation,Legal Research,Client Consultation
Lawyer,2-5 years,Hyderabad,Criminal Law,Intellectual Property,Client Consultation,Corporate Law,Contract Law,Litigation,Negotiation,Legal Research
Lawyer,10+ years,Pune,Criminal Law,Client Consultation,Negotiation,Legal Research,Litigation,Intellectual Property,Corporate Law,Contract Law
Lawyer,5-10 years,Chennai,Legal Research,Corporate Law,Client Consultation,Negotiation,Litigation,Contract Law,Criminal Law,Intellectual Property
Lawyer,5-10 years,Gurgaon,Negotiation,Client Consultation,Corporate Law,Intellectual Property,Litigation,Criminal Law,Legal Research,Contract Law
Lawyer,5-10 years,Noida,Criminal Law,Corporate Law,Client Consultation,Contract Law,Negotiation,Legal Research,Litigation,Intellectual Property
Lawyer,10+ years,Kolkata,Corporate Law,Negotiation,Intellectual Property,Legal Research,Contract Law,Criminal Law,Client Consultation,Litigation
Lawyer,10+ years,Ahmedabad,Intellectual Property,Criminal Law,Litigation,Contract Law,Corporate Law,Negotiation,Legal Research,Client Consultation
Graphic Designer,5-10 years,Bangalore,Branding,Sketching,Color Theory,Adobe Photoshop,Logo Design,UI Design,Typography,Adobe Illustrator
Graphic Designer,5-10 years,Mumbai,Branding,UI Design,Adobe Photoshop,Logo Design,Sketching,Color Theory,Typography,Adobe Illustrator
Graphic Designer,0-2 years,Delhi,Adobe Illustrator,Branding,Sketching,Typography,UI Design,Adobe Photoshop,Logo Design,Color Theory
Graphic Designer,5-10 years,Hyderabad,Typography,Logo Design,Adobe Photoshop,Branding,UI Design,Color Theory,Sketching,Adobe Illustrator
Graphic Designer,5-10 years,Pune,Logo Design,UI Design,Adobe Photoshop,Sketching,Branding,Adobe Illustrator,Typography,Color Theory
Graphic Designer,10+ years,Chennai,Sketching,Adobe Illustrator,Color Theory,UI Design,Branding,Typography,Adobe Photoshop,Logo Design
Graphic Designer,5-10 years,Gurgaon,Logo Design,UI Design,Typography,Color Theory,Sketching,Branding,Adobe Illustrator,Adobe Photoshop
Graphic Designer,10+ years,Noida,Typography,UI Design,Adobe Illustrator,Sketching,Branding,Color Theory,Adobe Photoshop,Logo Design
Graphic Designer,10+ years,Kolkata,Logo Design,Typography,Branding,Adobe Illustrator,Sketching,Adobe Photoshop,UI Design,Color Theory
Graphic Designer,0-2 years,Ahmedabad,Typography,Branding,Sketching,Adobe Illustrator,Color Theory,Logo Design,UI Design,Adobe Photoshop
Mechanical Engineer,0-2 years,Bangalore,Robotics,Mechanical Design,SolidWorks,Manufacturing,Fluid Mechanics,Thermodynamics,CAD,AutoCAD
Mechanical Engineer,2-5 years,Mumbai,CAD,SolidWorks,Fluid Mechanics,Thermodynamics,Robotics,Manufacturing,AutoCAD,Mechanical Design
Mechanical Engineer,5-10 years,Delhi,Fluid Mechanics,Manufacturing,Robotics,SolidWorks,Mechanical Design,CAD,Thermodynamics,AutoCAD
Mechanical Engineer,0-2 years,Hyderabad,Robotics,Thermodynamics,Fluid Mechanics,Mechanical Design,Manufacturing,SolidWorks,AutoCAD,CAD
Mechanical Engineer,10+ years,Pune,AutoCAD,Robotics,Thermodynamics,Manufacturing,Fluid Mechanics,SolidWorks,Mechanical Design,CAD
Mechanical Engineer,10+ years,Chennai,SolidWorks,Robotics,CAD,Thermodynamics,Manufacturing,Mechanical Design,Fluid Mechanics,AutoCAD
Mechanical Engineer,2-5 years,Gurgaon,Manufacturing,SolidWorks,Mechanical Design,Fluid Mechanics,CAD,Robotics,Thermodynamics,AutoCAD
Mechanical Engineer,2-5 years,Noida,Thermodynamics,AutoCAD,Robotics,Mechanical Design,Fluid Mechanics,Manufacturing,CAD,SolidWorks
Mechanical Engineer,5-10 years,Kolkata,SolidWorks,Manufacturing,Fluid Mechanics,CAD,Thermodynamics,AutoCAD,Mechanical Design,Robotics
Mechanical Engineer,0-2 years,Ahmedabad,AutoCAD,SolidWorks,Mechanical Design,CAD,Robotics,Manufacturing,Fluid Mechanics,Thermodynamics
Civil Engineer,2-5 years,Bangalore,Geotechnical Engineering,Cost Estimation,Project Planning,Construction Management,Structural Analysis,Building Codes,Surveying,AutoCAD
Civil Engineer,2-5 years,Mumbai,Structural Analysis,Building Codes,Cost Estimation,AutoCAD,Geotechnical Engineering,Construction Management,Surveying,Project Planning
Civil Engineer,2-5 years,Delhi,AutoCAD,Cost Estimation,Surveying,Structural Analysis,Construction Management,Project Planning,Geotechnical Engineering,Building Codes
Civil Engineer,10+ years,Hyderabad,Cost Estimation,Project Planning,Building Codes,Geotechnical Engineering,AutoCAD,Construction Management,Structural Analysis,Surveying
Civil Engineer,10+ years,Pune,AutoCAD,Project Planning,Surveying,Construction Management,Cost Estimation,Building Codes,Geotechnical Engineering,Structural Analysis
Civil Engineer,5-10 years,Chennai,Structural Analysis,Geotechnical Engineering,Surveying,Construction Management,Cost Estimation,AutoCAD,Project Planning,Building Codes
Civil Engineer,2-5 years,Gurgaon,Geotechnical Engineering,Cost Estimation,Building Codes,Project Planning,Construction Management,Surveying,AutoCAD,Structural Analysis
Civil Engineer,0-2 years,Noida,Surveying,Geotechnical Engineering,Construction Management,Cost Estimation,Building Codes,AutoCAD,Structural Analysis,Project Planning
Civil Engineer,10+ years,Kolkata,Cost Estimation,Structural Analysis,Construction Management,AutoCAD,Geotechnical Engineering,Project Planning,Building Codes,Surveying
Civil Engineer,2-5 years,Ahmedabad,Building Codes,AutoCAD,Project Planning,Geotechnical Engineering,Structural Analysis,Construction Management,Surveying,Cost Estimation
Hotel Manager,2-5 years,Bangalore,Hospitality,Revenue Management,Hotel Operations,Guest Relations,Marketing,Customer Service,Event Management,Food & Beverage
Hotel Manager,10+ years,Mumbai,Customer Service,Event Management,Revenue Management,Food & Beverage,Hotel Operations,Guest Relations,Marketing,Hospitality
Hotel Manager,10+ years,Delhi,Marketing,Guest Relations,Hospitality,Food & Beverage,Customer Service,Hotel Operations,Event Management,Revenue Management
Hotel Manager,2-5 years,Hyderabad,Food & Beverage,Revenue Management,Customer Service,Guest Relations,Event Management,Hospitality,Marketing,Hotel Operations
Hotel Manager,0-2 years,Pune,Revenue Management,Customer Service,Marketing,Hospitality,Guest Relations,Hotel Operations,Food & Beverage,Event Management
Hotel Manager,5-10 years,Chennai,Guest Relations,Marketing,Hospitality,Hotel Operations,Event Management,Customer Service,Revenue Management,Food & Beverage
Hotel Manager,0-2 years,Gurgaon,Guest Relations,Customer Service,Food & Beverage,Revenue Management,Event Management,Marketing,Hospitality,Hotel Operations
Hotel Manager,5-10 years,Noida,Marketing,Guest Relations,Revenue Management,Food & Beverage,Hotel Operations,Event Management,Hospitality,Customer Service
Hotel Manager,0-2 years,Kolkata,Revenue Management,Hotel Operations,Marketing,Event Management,Guest Relations,Food & Beverage,Hospitality,Customer Service
Hotel Manager,2-5 years,Ahmedabad,Guest Relations,Event Management,Customer Service,Hospitality,Hotel Operations,Marketing,Revenue Management,Food & Beverage
Software Engineer,10+ years,Bangalore,Algorithms,Data Structures,OOP,Python,C++,SQL,Git,Java
Software Engineer,5-10 years,Mumbai,SQL,Java,Python,C++,Data Structures,OOP,Git,Algorithms
Software Engineer,0-2 years,Delhi,Git,Python,Algorithms,C++,Java,Data Structures,SQL,OOP
Software Engineer,10+ years,Hyderabad,Python,Java,Algorithms,Data Structures,Git,C++,SQL,OOP
Software Engineer,0-2 years,Pune,Algorithms,Python,SQL,Data Structures,OOP,Git,Java,C++
Software Engineer,5-10 years,Chennai,Algorithms,Python,C++,OOP,Java,SQL,Git,Data Structures
Software Engineer,0-2 years,Gurgaon,Git,OOP,Data Structures,C++,SQL,Algorithms,Java,Python
Software Engineer,0-2 years,Noida,SQL,Data Structures,C++,Java,Git,Algorithms,OOP,Python
Software Engineer,2-5 years,Kolkata,OOP,Python,Data Structures,Java,Git,Algorithms,SQL,C++
Software Engineer,2-5 years,Ahmedabad,Java,Python,Git,Data Structures,SQL,C++,Algorithms,OOP
Data Analyst,2-5 years,Bangalore,Tableau,Excel,Power BI,SQL,Data Cleaning,Statistics,Python,Visualization
Data Analyst,10+ years,Mumbai,Visualization,Data Cleaning,SQL,Python,Excel,Tableau,Statistics,Power BI
Data Analyst,0-2 years,Delhi,Statistics,Tableau,Python,Power BI,SQL,Excel,Visualization,Data Cleaning
Data Analyst,0-2 years,Hyderabad,Statistics,Tableau,SQL,Python,Excel,Visualization,Data Cleaning,Power BI
Data Analyst,2-5 years,Pune,Statistics,Power BI,Visualization,Tableau,Excel,Data Cleaning,SQL,Python
Data Analyst,0-2 years,Chennai,Python,Power BI,SQL,Data Cleaning,Visualization,Excel,Statistics,Tableau
Data Analyst,0-2 years,Gurgaon,Statistics,Data Cleaning,Tableau,SQL,Power BI,Visualization,Python,Excel
Data Analyst,10+ years,Noida,Statistics,Visualization,Power BI,Excel,Python,Tableau,SQL,Data Cleaning
Data Analyst,2-5 years,Kolkata,Excel,Python,Data Cleaning,SQL,Statistics,Power BI,Tableau,Visualization
Data Analyst,0-2 years,Ahmedabad,Statistics,Excel,Tableau,SQL,Visualization,Power BI,Data Cleaning,Python
Machine Learning Engineer,5-10 years,Bangalore,Computer Vision,Big Data,Scikit-learn,Deep Learning,TensorFlow,NLP,PyTorch,Python
Machine Learning Engineer,2-5 years,Mumbai,Scikit-learn,TensorFlow,NLP,Python,Computer Vision,Big Data,PyTorch,Deep Learning
Machine Learning Engineer,0-2 years,Delhi,Scikit-learn,NLP,TensorFlow,Deep Learning,Computer Vision,Python,Big Data,PyTorch
Machine Learning Engineer,10+ years,Hyderabad,Big Data,Computer Vision,NLP,TensorFlow,Scikit-learn,Python,Deep Learning,PyTorch
Machine Learning Engineer,2-5 years,Pune,NLP,Big Data,PyTorch,Deep Learning,Scikit-learn,Computer Vision,TensorFlow,Python
Machine Learning Engineer,0-2 years,Chennai,PyTorch,Big Data,Deep Learning,Computer Vision,TensorFlow,Python,Scikit-learn,NLP
Machine Learning Engineer,2-5 years,Gurgaon,PyTorch,Scikit-learn,Deep Learning,Computer Vision,Python,Big Data,NLP,TensorFlow
Machine Learning Engineer,5-10 years,Noida,Big Data,Scikit-learn,NLP,Python,PyTorch,Deep Learning,TensorFlow,Computer Vision
Machine Learning Engineer,5-10 years,Kolkata,Computer Vision,NLP,Big Data,PyTorch,Scikit-learn,Deep Learning,Python,TensorFlow
Machine Learning Engineer,0-2 years,Ahmedabad,NLP,Python,Computer Vision,PyTorch,TensorFlow,Deep Learning,Scikit-learn,Big Data
Cybersecurity Analyst,5-10 years,Bangalore,Penetration Testing,SIEM,Network Security,Incident Response,Linux,Encryption,Firewalls,Ethical Hacking
Cybersecurity Analyst,0-2 years,Mumbai,Incident Response,Encryption,Ethical Hacking,Firewalls,Network Security,Penetration Testing,SIEM,Linux
Cybersecurity Analyst,5-10 years,Delhi,Firewalls,Encryption,Ethical Hacking,Penetration Testing,SIEM,Network Security,Incident Response,Linux
Cybersecurity Analyst,10+ years,Hyderabad,Penetration Testing,Network Security,Ethical Hacking,SIEM,Incident Response,Firewalls,Encryption,Linux
Cybersecurity Analyst,2-5 years,Pune,Penetration Testing,Encryption,Network Security,SIEM,Firewalls,Ethical Hacking,Linux,Incident Response
Cybersecurity Analyst,10+ years,Chennai,Linux,SIEM,Ethical Hacking,Penetration Testing,Firewalls,Network Security,Incident Response,Encryption
Cybersecurity Analyst,0-2 years,Gurgaon,Network Security,Firewalls,Incident Response,Linux,Ethical Hacking,Penetration Testing,SIEM,Encryption
Cybersecurity Analyst,5-10 years,Noida,Encryption,Penetration Testing,Firewalls,Network Security,Ethical Hacking,Linux,Incident Response,SIEM
Cybersecurity Analyst,2-5 years,Kolkata,SIEM,Ethical Hacking,Linux,Encryption,Penetration Testing,Incident Response,Network Security,Firewalls
Cybersecurity Analyst,2-5 years,Ahmedabad,Encryption,Ethical Hacking,Linux,Penetration Testing,Incident Response,Network Security,SIEM,Firewalls
DevOps Engineer,5-10 years,Bangalore,CI/CD,Shell Scripting,Docker,Kubernetes,Terraform,Linux,Jenkins,AWS
DevOps Engineer,0-2 years,Mumbai,CI/CD,Linux,Terraform,Shell Scripting,AWS,Kubernetes,Jenkins,Docker
DevOps Engineer,10+ years,Delhi,Linux,CI/CD,Shell Scripting,Jenkins,Docker,Kubernetes,Terraform,AWS
DevOps Engineer,10+ years,Hyderabad,Docker,Linux,Kubernetes,CI/CD,Jenkins,AWS,Shell Scripting,Terraform
DevOps Engineer,5-10 years,Pune,CI/CD,Linux,Kubernetes,Docker,Jenkins,Terraform,AWS,Shell Scripting
DevOps Engineer,2-5 years,Chennai,Docker,Linux,AWS,Shell Scripting,Kubernetes,Terraform,CI/CD,Jenkins
DevOps Engineer,2-5 years,Gurgaon,CI/CD,Linux,AWS,Shell Scripting,Docker,Terraform,Jenkins,Kubernetes
DevOps Engineer,2-5 years,Noida,CI/CD,Terraform,Linux,Kubernetes,Docker,Jenkins,Shell Scripting,AWS
DevOps Engineer,10+ years,Kolkata,Docker,AWS,Shell Scripting,Jenkins,Kubernetes,Linux,Terraform,CI/CD
DevOps Engineer,5-10 years,Ahmedabad,Docker,Shell Scripting,AWS,CI/CD,Linux,Terraform,Jenkins,Kubernetes
Cloud Engineer,0-2 years,Bangalore,Terraform,Linux,Google Cloud,Azure,Networking,Kubernetes,DevOps,AWS
Cloud Engineer,5-10 years,Mumbai,AWS,Google Cloud,Azure,Linux,Kubernetes,DevOps,Terraform,Networking
Cloud Engineer,5-10 years,Delhi,Kubernetes,Linux,Terraform,AWS,Networking,Azure,Google Cloud,DevOps
Cloud Engineer,5-10 years,Hyderabad,AWS,Linux,Terraform,Azure,Kubernetes,DevOps,Google Cloud,Networking
Cloud Engineer,10+ years,Pune,Networking,Terraform,Google Cloud,Azure,AWS,Kubernetes,DevOps,Linux
Cloud Engineer,10+ years,Chennai,DevOps,Networking,Terraform,Google Cloud,Kubernetes,Linux,Azure,AWS
Cloud Engineer,2-5 years,Gurgaon,Linux,Google Cloud,AWS,DevOps,Terraform,Kubernetes,Azure,Networking
Cloud Engineer,10+ years,Noida,Linux,Networking,Google Cloud,Azure,Kubernetes,DevOps,Terraform,AWS
Cloud Engineer,2-5 years,Kolkata,DevOps,Networking,Google Cloud,Linux,AWS,Terraform,Azure,Kubernetes
Cloud Engineer,10+ years,Ahmedabad,Google Cloud,Networking,AWS,Kubernetes,Terraform,Azure,Linux,DevOps
Web Developer,0-2 years,Bangalore,CSS,Git,MongoDB,Node.js,React,JavaScript,Express.js,HTML
Web Developer,5-10 years,Mumbai,CSS,React,MongoDB,JavaScript,Express.js,Git,HTML,Node.js
Web Developer,10+ years,Delhi,HTML,CSS,JavaScript,Node.js,Express.js,MongoDB,Git,React
